BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO;BAGGING;ACBAGG;FPBAGG;FNBAGG;F1BAGG
ALEXANDRE;ALEXANDRE,ALEXSANDER;[ALEXANDRA, ALEXANDRE];1;1;1;0.5;[ALEXANDRA, ALEXANDRE];1;1;1;0.5;[ALESSANDRA, ALESSANDRO, ALEXANDRA, ALEXANDRE, ALEXSANDER, ALEXSANDRO];2;4;0;0.5;[ALESSANDRA, ALESSANDRO, ALEXANDRA, ALEXANDRE, ALEXSANDRO, ALZENIRA, ROSEMARI, ROSEMARIE, ROSEMARY, ROSEMERI, ROSEMIRE, ROSENILIA, ROSIMARY, ROZAMARIA, ROZIMERE];1;14;1;0.117647058824;[ALEXANDRE];1;0;1;0.666666666667;[ALEXANDRA, ALEXANDRE];1;1;1;0.5;[ALEXANDRE];1;0;1;0.666666666667;[ALEXANDRE];1;0;1;0.666666666667
ALICIO;ALECIO,ALICIO,ALCIO;[ALICIO];1;0;2;0.5;[ALICIO];1;0;2;0.5;[AILZA, ALCEU, ALCI, ALCIO, ALCY, ALECIO, ALEIXO, ALEX, ALICE, ALICIO, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, AYLSA];3;13;0;0.315789473684;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];3;82;0;0.0681818181818;[ALICIO, ALISSON, ALLISON];1;2;2;0.333333333333;[ALCI, ALCIO, ALCY, ALECIO, ALICE, ALICIO, AYLSA];3;4;0;0.6;[ALECIO, ALICIO, ELISIO, ELIZIO, ELYSIO];2;3;1;0.5;[ALECIO, ALICIO];2;0;1;0.8
ALISSON;ALISSON,ALLISON,AILISON;[ALISSON];1;0;2;0.5;[ALISSON];1;0;2;0.5;[AELSON, AILISON, AILSON, ALCINA, ALCINEO, ALCINO, ALCIONEU, ALEXINA, ALISSON, ALLISON, ALQUENANO];3;8;0;0.428571428571;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];3;82;0;0.0681818181818;[ALICIO, ALISSON, ALLISON];2;1;1;0.666666666667;[AELSON, AILSON, ALISSON];1;2;2;0.333333333333;[ALISSON, ALLISON];2;0;1;0.8;[ALISSON, ALLISON];2;0;1;0.8
ALOISIO;ALOISIO,ALOYSIO,ALUISIO,ALUIZIO,ALUIZO;[ALOISIO];1;0;4;0.333333333333;[ALOISIO];1;0;4;0.333333333333;[AILZA, ALCEU, ALCI, ALCIO, ALCY, ALECIO, ALEIXO, ALEX, ALICE, ALICIO, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, AYLSA];5;11;0;0.47619047619;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];5;80;0;0.111111111111;[ALOISIO, ALOYSIO];2;0;3;0.571428571429;[AILZA, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO];5;1;0;0.909090909091;[ALOISIO, ALOYSIO, ELOISIO, ELOIZIO];2;2;3;0.444444444444;[ALOYSIO, ALOISIO];2;0;3;0.571428571429
ALONSO;ALONSO,ALONCIO,ALLONSO;[ALONSO];1;0;2;0.5;[ALONSO];1;0;2;0.5;[ALLONSO, ALONCIO, ALONSO];3;0;0;1.0;[ALLONSO, ALONCIO, ALONSO, HELENISE, LAURENICIA, LEONCIO, LINDANUZA, LOURENÇO];3;5;0;0.545454545455;[ALLONSO, ALONCIO, ALONSO];3;0;0;1.0;[ALONCIO, ALONSO];2;0;1;0.8;[ALLONSO, ALONSO];2;0;1;0.8;[ALONCIO, ALONSO, ALLONSO];3;0;0;1.0
ALTAIR;ALTAIR,ALTAYR;[ALTAIR];1;0;1;0.666666666667;[ALTAIR];1;0;1;0.666666666667;[ALDAIR, ALDIR, ALTAIR, ALTAYR];2;2;0;0.666666666667;[AELTON, AERTON, AHILTON, AILTHON, AILTON, AIRTON, ALTAIR, ALTAYR, ARTHUR, ARTUR, ASTOR, ASTREIA, ATHOS, AUTA, AYLTON, AYRTON, ELTON, ERTON, ESTER, ESTHER, HAILTON, HEITOR, HELTON, HILTON, HUET, HYLTON, ILTOM, ILTON, ITO, OTTO, TAEL, THAIS, TITO, UOSTON];2;32;0;0.111111111111;[ALTAIR, ALTAYR];2;0;0;1.0;[ALTAIR, ALTAYR];2;0;0;1.0;[ALTAIR, ALTAYR];2;0;0;1.0;[ALTAYR, ALTAIR];2;0;0;1.0
ALZIRA;ALCIRA, ALZIRA;[ALZIRA];0;1;2;0.0;[ALZIRA, ALZIRO];0;2;2;0.0;[ALCIR, ALCIRA, ALCIRIO, ALZIRA, ALZIRO];1;4;1;0.285714285714;[ALCIRA, ALCIRIO, ALZIRA, ALZIRO, ELIZIARIO, ELSUILA, ELZIRA, LEOZILIO, LUCELIA, LUCILA, LUCILIA, LUCILIO, ROSALIA, ROSALY, ROSELI, ROSELIA, ROSELY, ROSELYS, ROSILEIA];1;18;1;0.0952380952381;[ALZIRA];0;1;2;0.0;[ALZIRA, ALZIRO];0;2;2;0.0;[ALCIRA, ALZIRA, ALZIRO];1;2;1;0.4;[ALZIRA, ALZIRO];0;2;2;0.0
AMADEUS;AMADEUS,AMADEUS;[AMADEU, AMADEUS, AMADOR];2;2;0;0.666666666667;[AMADEUS];2;0;0;1.0;[AMADEUS, AMINTAS];2;1;0;0.8;[AMADEU, AMADEUS, AMADO, AMADOR, ANADIR, ANEIDE, EMIDIO, ENEDIR, ENEIDA, EUNIDES, INEIDA, MAMEDE, MEDEA, NADIR, NADYA, NADYR, NAIDES, NEDY, NEIDE, NEYDE, ONEIDA];2;20;0;0.166666666667;[AMADEU, AMADEUS];2;1;0;0.8;[AMADEUS];2;0;0;1.0;[AMADEUS];2;0;0;1.0;[AMADEUS];2;0;0;1.0
AMADO;AMADO,AMADOR;[AMADO, AMERES];1;1;1;0.5;[AMADEU, AMADO];1;1;1;0.5;[AMADEU, AMADO, AMANDA, ANADETE, ANEIDE, ANETE, ANNITA];1;6;1;0.222222222222;[AMADEU, AMADEUS, AMADO, AMADOR, ANADIR, ANEIDE, EMIDIO, ENEDIR, ENEIDA, EUNIDES, INEIDA, MAMEDE, MEDEA, NADIR, NADYA, NADYR, NAIDES, NEDY, NEIDE, NEYDE, ONEIDA];2;19;0;0.173913043478;[AMADO, AMADOR];2;0;0;1.0;[AMADO];1;0;1;0.666666666667;[AMADO];1;0;1;0.666666666667;[AMADO];1;0;1;0.666666666667
AMALIA;AMALIA,ANALIA;[AMALIA];1;0;1;0.666666666667;[AMALIA];1;0;1;0.666666666667;[AMALIA, AMELIA, AMIL, ANAEL, ANALIA];2;3;0;0.571428571429;[AGNELO, AMALIA, AMARAL, AMARO, AMAURI, AMAURY, AMELIA, AMERES, AMILAR, ANALIA, ANALICE, ANDERLEI, ANDRE, ANDRÉ, ANDREA, ANDREIA, EMILIA, EMILIO, ENILA, ENILCE, HENRY, HOMERO, HONORIO, IMERO, MAGNOLIA, MALY, MANOELA, MARA, MARI, MARIA, Maria, MARIE, MARILCE, MARILIA, MARIO, MARLE, MARLI, MARLLON, MARLON, MARLUCE, MARLY, MARY, MAURA, MAURI, MAURILIA, MAURILIO, MAURILLO, MAURILO, MAURO, MEIRES, MILCE, MILLER, MIRACI, MIRIAM, MIRIAN, MIRON, MURILO, NALY, NARA, NAURO, NELCI, NELCY, NELI, NELIA, NELIO, NELLE, NELLI, NELLY, NELOYR, NELY, NERY, NEYLA, NILA, NILCE, NILIA, NILO, NORELI, ONARIA, ONEILI, ONILHA];2;78;0;0.0487804878049;[AMALIA, ANALIA];2;0;0;1.0;[AMALIA, AMELIA, AMIL];1;2;1;0.4;[AMALIA, AMELIA, EMILIA];1;2;1;0.4;[AMALIA, AMELIA];1;1;1;0.5
AMAURI;AMAURI,AMAURY,MAURI;[AMAURI];1;0;2;0.5;[AMAURI];1;0;2;0.5;[AMARO, AMAURI, AMAURY, AMIR, ANAIR, ANAYR];2;4;1;0.444444444444;[AGNELO, AMALIA, AMARAL, AMARO, AMAURI, AMAURY, AMELIA, AMERES, AMILAR, ANALIA, ANALICE, ANDERLEI, ANDRE, ANDRÉ, ANDREA, ANDREIA, EMILIA, EMILIO, ENILA, ENILCE, HENRY, HOMERO, HONORIO, IMERO, MAGNOLIA, MALY, MANOELA, MARA, MARI, MARIA, Maria, MARIE, MARILCE, MARILIA, MARIO, MARLE, MARLI, MARLLON, MARLON, MARLUCE, MARLY, MARY, MAURA, MAURI, MAURILIA, MAURILIO, MAURILLO, MAURILO, MAURO, MEIRES, MILCE, MILLER, MIRACI, MIRIAM, MIRIAN, MIRON, MURILO, NALY, NARA, NAURO, NELCI, NELCY, NELI, NELIA, NELIO, NELLE, NELLI, NELLY, NELOYR, NELY, NERY, NEYLA, NILA, NILCE, NILIA, NILO, NORELI, ONARIA, ONEILI, ONILHA];3;77;0;0.0722891566265;[AMAURI, AMAURY];2;0;1;0.8;[AMAURI, AMAURY];2;0;1;0.8;[AMAURI, AMAURY, MAURI];3;0;0;1.0;[AMAURI, AMAURY];2;0;1;0.8
AMBROSIO;AMBROSIO,AMBROZIO;[AMBROSIO];1;0;1;0.666666666667;[AMBROSIO];1;0;1;0.666666666667;[AMBROSIO, AMBROZIO, ANFRISIO, ANIVERSO];2;2;0;0.666666666667;[AMBROSIO, AMBROZIO];2;0;0;1.0;[AMBROSIO, AMBROZIO];2;0;0;1.0;[AMBROSIO, AMBROZIO];2;0;0;1.0;[AMBROSIO, AMBROZIO];2;0;0;1.0;[AMBROZIO, AMBROSIO];2;0;0;1.0
AMBROZINO;AMBROZINO,AMBROSINO;[AMBROZINO];1;0;1;0.666666666667;[AMBROZINO];1;0;1;0.666666666667;[AMBROSINA, AMBROSINO, AMBROZINO];2;1;0;0.8;[AMBROSINA, AMBROSINO, AMBROZINO];2;1;0;0.8;[AMBROSINO, AMBROZINO];2;0;0;1.0;[AMBROSINA, AMBROSINO, AMBROZINO];2;1;0;0.8;[AMBROSINO, AMBROZINO];2;0;0;1.0;[AMBROSINO, AMBROZINO];2;0;0;1.0
ANA;ANA,ANNA;[ANA, ANAIR];1;1;1;0.5;[ANA, ANAIR];1;1;1;0.5;[ANA, ANNA];2;0;0;1.0;[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS];2;65;0;0.0579710144928;[AGMAR, ANA, ANNA];2;1;0;0.8;[ANA, ANNA];2;0;0;1.0;[ANA, ANNA];2;0;0;1.0;[ANNA, ANA];2;0;0;1.0
ANGELICA;ANGELICA,ANGELIKA;[ANGELA, ANGELICA, ANGELO];1;2;1;0.4;[ANGELA, ANGELICA, ANGELO];1;2;1;0.4;[ANGELICA, ANGELIKA];2;0;0;1.0;[ANGELICA, ANGELIKA];2;0;0;1.0;[ANGELICA];1;0;1;0.666666666667;[ANGELICA, ANGELIKA];2;0;0;1.0;[ANGELICA, ANGELIKA];2;0;0;1.0;[ANGELICA, ANGELIKA];2;0;0;1.0
ANTERO;ANTERO,ANTHERO;[ANTERO];1;0;1;0.666666666667;[ANTERO];1;0;1;0.666666666667;[AMADOR, ANADIR, ANDRE, ANDRÉ, ANDREA, ANDREIA, ANTERO, ANTHERO];2;6;0;0.4;[ANATOLIO, ANTERO, ANTHERO, MILTILHA, NATHALIO];2;3;0;0.571428571429;[ANTERO, ANTHERO];2;0;0;1.0;[ANTERO, ANTHERO];2;0;0;1.0;[ANTERO];1;0;1;0.666666666667;[ANTHERO, ANTERO];2;0;0;1.0
ANTONIEL;ANTONIEL, ANTUNIEL;[ANTONIEL];1;0;1;0.666666666667;[ANTONIEL];1;0;1;0.666666666667;[ANTONIEL, ANTUNIEL];1;1;1;0.5;[AMANTINO, ANTENOR, ANTISTHENES, ANTONIA, ANTONIEL, ANTONINO, ANTONIO, ANTUNIEL, MARTINHO, NATANAEL, NATANIEL, NATHANAEL];1;11;1;0.142857142857;[ANTONIEL];1;0;1;0.666666666667;[ANTONIEL, ANTUNIEL];1;1;1;0.5;[ANTONIEL, ANTUNIEL, NATANIEL];1;2;1;0.4;[ANTONIEL, ANTUNIEL];1;1;1;0.5
ANTONIETA;ANTONIETA,ANTONIETTA;[ANTONIETA];1;0;1;0.666666666667;[ANTONIETA];1;0;1;0.666666666667;[ANTONIETA, ANTONIETTA];2;0;0;1.0;[ANTONIETA, ANTONIETTA];2;0;0;1.0;[ANTONIETA, ANTONIETTA];2;0;0;1.0;[ANTONIETA];1;0;1;0.666666666667;[ANTONIETA, ANTONIETTA];2;0;0;1.0;[ANTONIETTA, ANTONIETA];2;0;0;1.0
ARGEMIRO;ARGEMIRO, ARGIMIRO;[ARGEMIRO];1;0;1;0.666666666667;[ARGEMIRO];1;0;1;0.666666666667;[ARGEMIRO, ARGIMIRO];1;1;1;0.5;[ARGEMIRO, ARGIMIRO, GENARIO, GENARO, JANDIRA, JANDIRO, JANDYRA, JANYRA];1;7;1;0.2;[ARGEMIRO, ARGIMIRO];1;1;1;0.5;[ARGEMIRO, ARGIMIRO];1;1;1;0.5;[ARGEMIRO, ARGIMIRO];1;1;1;0.5;[ARGIMIRO, ARGEMIRO];1;1;1;0.5
ARILTON;ALILTON, ARILTO, ARILTON,ARYLTON;[ARILTON];0;1;4;0.0;[ARILTON];0;1;4;0.0;[ARILTON, ARYLTON];1;1;3;0.333333333333;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];2;32;2;0.105263157895;[ALILTON, ARILTO, ARILTON, ARISTON, ARYLTON];2;3;2;0.444444444444;[ARILTON, ARYLTON];1;1;3;0.333333333333;[ARILTON, ARYLTON];1;1;3;0.333333333333;[ARILTON, ARYLTON];1;1;3;0.333333333333
ARINDA;ARINA, ARINDA,ARLINDA;[ARINDA];0;1;3;0.0;[ARINDA];0;1;3;0.0;[ARINDA, ARMANDO, ARMINDA, ARMINDO];0;4;3;0.0;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;1;0.0300751879699;[ARINA, ARINDA, ARLINDA];2;1;1;0.666666666667;[ARINDA];0;1;3;0.0;[ARINDA];0;1;3;0.0;[ARINDA];0;1;3;0.0
ARLETE;ARLETE,ARLETH,ARLETTE;[ARLETE];1;0;2;0.5;[ARLETE];1;0;2;0.5;[ARILDO, ARILTO, ARLETE, ARLETH, ARLETTE, AROLDO];3;3;0;0.666666666667;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];3;31;0;0.162162162162;[ARLETE, ARLETTE];2;0;1;0.8;[ARILTO, ARLETE, ARLETH];2;1;1;0.666666666667;[ARLETE, ARLETTE];2;0;1;0.8;[ARLETTE, ARLETE];2;0;1;0.8
ARMEZINA;ARMEZINA, ARMEZINDA;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA, ARMEZINDA, ARMEZINDO, ORMECINDA];1;3;1;0.333333333333;[ARMEZINA, ARMEZINDA];1;1;1;0.5;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667
ARMEZINA;ARMEZINA,ARMEZINDA;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA, ARMEZINDA, ARMEZINDO, ORMECINDA];2;2;0;0.666666666667;[ARMEZINA, ARMEZINDA];2;0;0;1.0;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667;[ARMEZINA];1;0;1;0.666666666667
ARNOLDO;ARNALDO,ARNOLDO,ARNOBIO;[ARNOLDO];1;0;2;0.5;[ARNOLDO];1;0;2;0.5;[ARNALDO, ARNOLDO];2;0;1;0.8;[ARNALDO, ARNOLDO, ERENILDE, ERONILDE, HEREMILDO, LENILDA, LEONARDO, LEONILDA, REINALDO, RENILDE, REYNALDO, ROMILDA, ROMILDO, ROMUALDO, RONALD, RONALDO, RONILDO];2;15;1;0.2;[ARNOLDO];1;0;2;0.5;[ARNALDO, ARNOLDO];2;0;1;0.8;[ARNALDO, ARNOLDO, REINALDO, REYNALDO, RONALDO, RONILDO];2;4;1;0.444444444444;[ARNALDO, ARNOLDO];2;0;1;0.8
AROLDO;AROLDO,HAROLDO;[AROLDO];1;0;1;0.666666666667;[AROLDO];1;0;1;0.666666666667;[ARILDO, ARILTO, ARLETE, ARLETH, ARLETTE, AROLDO];1;5;1;0.25;[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO];2;53;0;0.0701754385965;[AROLDO, HAROLDO];2;0;0;1.0;[ARILDO, AROLDO];1;1;1;0.5;[AROLDO];1;0;1;0.666666666667;[AROLDO];1;0;1;0.666666666667
ARTEMIO;ALTEMIO, ALTHEMIO, ARTEMIO, HARTEMIO;[ARTEMIO];0;1;4;0.0;[ARTEMIO];0;1;4;0.0;[AERTON, AIRTON, ARIADNE, ARTEMIO, AYRTON];0;5;4;0.0;[ALTAMIR, ALTEMIO, ALTHEMIO, ALTINO, ARTEMIO, AUTHEMES, ETIENE, EUSTENE, HARTEMIO, ITAMAR, ITAMIR, STENIO, TANHIA, TANIA, TATIANO, TEOTONIO, THEOTONIO, THOMAZ, TIOTINA];1;18;3;0.0869565217391;[ALTEMIO, ALTHEMIO, ARTEMIO, HARTEMIO];1;3;3;0.25;[ARTEMIO];0;1;4;0.0;[ARTEMIO];0;1;4;0.0;[ARTEMIO];0;1;4;0.0
ARTUR;ARTHUR, ARTUR;[ARTUR];0;1;2;0.0;[ARTUR];0;1;2;0.0;[ARTHUR, ARTUR];1;1;1;0.5;[AELTON, AERTON, AHILTON, AILTHON, AILTON, AIRTON, ALTAIR, ALTAYR, ARTHUR, ARTUR, ASTOR, ASTREIA, ATHOS, AUTA, AYLTON, AYRTON, ELTON, ERTON, ESTER, ESTHER, HAILTON, HEITOR, HELTON, HILTON, HUET, HYLTON, ILTOM, ILTON, ITO, OTTO, TAEL, THAIS, TITO, UOSTON];1;33;1;0.0555555555556;[ARTHUR, ARTUR];1;1;1;0.5;[ARTHUR, ARTUR];1;1;1;0.5;[ARTUR];0;1;2;0.0;[ARTHUR, ARTUR];1;1;1;0.5
ATAIDE;ALTAIDE, ATAIDE, ATHAIDE, ATHAYDE;[ATAIDE];0;1;4;0.0;[ATAIDE];0;1;4;0.0;[ADA, ADAO, ADÃO, ADAUTO, ADITH, AIDA, ATAIDE, ATHAIDE, ATHAYDE, AUTA];0;10;4;0.0;[ALTAIDE, ATAIDE, ATHAIDE, ATHAYDE, TADEU, TED, THADEU];1;6;3;0.181818181818;[ALTAIDE, ATAIDE, ATHAIDE, ATHAYDE];1;3;3;0.25;[ATAIDE, ATHAIDE, ATHAYDE];0;3;4;0.0;[ATAIDE];0;1;4;0.0;[ATAIDE, ATHAYDE, ATHAIDE];0;3;4;0.0
AVANI;AVANI,AVANY;[AVANI];1;0;1;0.666666666667;[AVANI];1;0;1;0.666666666667;[ABNE, AVANI, AVANY];2;1;0;0.8;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];2;28;0;0.125;[AVANI, AVANY];2;0;0;1.0;[AVANI, AVANY];2;0;0;1.0;[AVANI, AVANY, IVANI, IVANY, VANI];2;3;0;0.571428571429;[AVANY, AVANI];2;0;0;1.0
AZIS;ASSIS, AZIS, AZIZ;[AZIS];0;1;3;0.0;[AZIS];0;1;3;0.0;[ACACIO, AECIO, AIAS, ASSIS, AZIS, AZIZ, AZIZA];1;6;2;0.2;[ACIR, AECIO, ASSIS, AZIS, AZIZ, AZIZA, CECY, CERSON, CESAR, CEZAR, ECIO, EUZI, EZIO, IACYN, ISA, ISAIAS, ISE, IZA, IZAIAS, IZO, OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS, SAUL, XERXES, YASUO, ZIEL, ZIZO];1;29;2;0.0606060606061;[ASSIS, AZIS, AZIZ];1;2;2;0.333333333333;[AZIS, AZIZ];0;2;3;0.0;[ASSIS, AZIS, AZIZ, AZIZA];1;3;2;0.285714285714;[AZIZ, AZIS, ASSIS];1;2;2;0.333333333333
BATISTA;BAPTISTA;[];0;0;1;0.0;[];0;0;1;0.0;[];0;0;1;0.0;[BEATRIZ, BERTA, BERTHA, BETH, BRITES, HEBERT];0;6;1;0.0;[];0;0;1;0.0;[];0;0;1;0.0;[];0;0;1;0.0;[];0;0;1;0.0
BENEDITO;BENEDITO,BENEDICTO,BENEDETTO;[BENEDITA, BENEDITO];1;1;2;0.4;[BENEDITA, BENEDITO];1;1;2;0.4;[BENEDETTO, BENEDITA, BENEDITO, BENITO, BENTO];2;3;1;0.5;[BENEDETTO, BENEDICTO, BENEDITA, BENEDITO];3;1;0;0.857142857143;[BENEDICTO, BENEDITO];2;0;1;0.8;[BENEDICTO, BENEDITA, BENEDITO];2;1;1;0.666666666667;[BENEDETTO, BENEDITO];2;0;1;0.8;[BENEDITO, BENEDICTO];2;0;1;0.8
